Tick,Power,Failed
556,100.235338,101
557,100.234306,101
558,100.233709,101
559,100.233340,101
560,100.233415,101
561,100.233324,101
562,100.232965,101
563,100.232223,101
564,100.231769,101
565,100.233014,101
566,100.232278,101
567,100.232427,101
568,100.232337,101
569,100.232651,101
570,100.234135,101
571,100.234276,102
572,100.233787,102
573,100.233726,102
574,100.234995,102
575,100.234200,104
576,100.234633,104
577,100.234369,104
578,100.234354,104
579,100.234270,105
580,100.233741,105
581,100.233566,105
582,100.233131,105
583,100.233549,105
584,100.233679,105
585,100.233845,107
586,100.233233,108
587,100.232720,108
588,100.232645,108
589,100.233257,108
590,100.232756,108
591,100.231994,110
592,100.231481,110
593,100.230793,110
595,100.230705,110
596,100.231024,110
597,100.231973,110
598,100.231468,111
599,100.231295,111
600,100.230956,112
601,100.232120,113
602,100.232666,113
603,100.232349,113
604,100.231853,113
605,100.232533,113
606,100.232450,113
607,100.232341,113
608,100.232317,113
609,100.233463,113
610,100.233051,113
611,100.232902,113
612,100.232656,113
613,100.233593,113
614,100.233514,113
615,100.234377,114
616,100.234124,114
617,100.233791,114
618,100.234357,114
619,100.234815,114
620,100.234568,114
621,100.234110,114
622,100.234640,114
623,100.234649,114
624,100.234571,114
625,100.234645,114
626,100.234489,114
627,100.233687,114
628,100.233294,114
629,100.232817,114
630,100.232505,114
631,100.232347,114
632,100.232264,114
633,100.232101,114
634,100.232021,114
635,100.232380,114
636,100.231811,114
637,100.232836,114
638,100.233445,114
639,100.233205,114
640,100.233484,115
641,100.232785,116
642,100.232632,116
643,100.232560,116
644,100.232487,116
645,100.233556,116
646,100.233331,117
647,100.233465,117
648,100.233614,117
649,100.233341,118
650,100.233197,118
651,100.233051,118
652,100.233788,119
653,100.233138,121
654,100.232343,121
655,100.231904,122
656,100.231854,122
657,100.231135,122
658,100.230835,124
659,100.231415,124
660,100.231507,124
661,100.231068,124
662,100.230781,124
663,100.230909,126
664,100.230399,127
665,100.229590,128
666,100.229364,128
667,100.229215,128
668,100.228769,128
669,100.228397,128
670,100.228022,128
671,100.227873,128
672,100.228821,128
673,100.228748,128
674,100.230049,128
675,100.229977,128
676,100.229833,128
677,100.231101,128
678,100.232021,128
679,100.231659,128
680,100.232052,128
681,100.231980,128
682,100.232064,128
683,100.232291,128
684,100.231995,128
685,100.231270,128
686,100.231800,128
687,100.232930,128
688,100.232721,128
689,100.232151,128
690,100.231932,128
691,100.233454,128
692,100.233036,128
693,100.232197,128
694,100.231539,128
695,100.231390,128
696,100.231632,129
697,100.231412,129
698,100.231459,129
699,100.231668,129
700,100.233017,129
701,100.232737,129
702,100.231856,129
703,100.231359,129
704,100.232206,129
705,100.232012,129
706,100.231741,129
711,100.231604,129
712,100.231840,129
713,100.231630,129
714,100.233421,129
715,100.233285,129
716,100.233570,129
717,100.233215,129
718,100.233800,129
719,100.233475,130
720,100.233143,130
722,100.233534,130
723,100.233609,130
724,100.233285,130
726,100.233937,130
727,100.233804,130
728,100.233679,130
729,100.234157,130
730,100.233710,130
731,100.233780,130
732,100.232998,130
733,100.233794,130
734,100.233227,130
735,100.232839,130
736,100.233006,130
737,100.232475,130
738,100.233548,130
739,100.233096,132
740,100.233404,132
741,100.233213,132
742,100.233699,132
743,100.233338,132
744,100.233559,132
745,100.233256,132
746,100.233010,132
747,100.232706,132
748,100.232325,132
749,100.232931,132
750,100.232734,132
751,100.232109,132
752,100.231416,135
753,100.230850,136
754,100.230541,136
755,100.230897,138
756,100.230954,138
757,100.230827,138
760,100.231286,138
761,100.232661,138
762,100.233722,138
764,100.233377,138
765,100.233312,138
766,100.233260,138
767,100.233660,138
768,100.233823,138
769,100.233599,138
770,100.233314,138
771,100.233038,138
772,100.233604,138
773,100.234671,138
774,100.234935,138
775,100.234765,138
776,100.234401,138
777,100.234752,138
778,100.234283,138
779,100.234033,138
780,100.234765,138
781,100.234326,138
782,100.234201,138
783,100.234813,138
784,100.235357,138
785,100.235799,139
786,100.236964,139
787,100.237083,139
788,100.236788,139
789,100.237078,139
790,100.236894,139
791,100.236264,139
792,100.235769,139
793,100.235826,139
794,100.236306,139
795,100.236620,140
796,100.237270,141
797,100.237363,141
798,100.237778,141
799,100.237439,141
800,100.237190,141
801,100.238884,142
802,100.238563,142
803,100.238052,142
804,100.237778,142
805,100.237643,142
806,100.237579,142
812,100.237732,142
813,100.238154,142
814,100.238130,142
815,100.238066,142
816,100.238009,142
817,100.237723,142
819,100.238239,142
820,100.238832,142
821,100.238569,142
822,100.238284,142
823,100.238219,142
824,100.238154,142
825,100.237773,142
826,100.237337,142
827,100.237722,142
828,100.237669,142
829,100.237564,142
830,100.237951,142
831,100.238345,142
832,100.238137,142
833,100.238260,142
835,100.237914,143
836,100.237860,143
837,100.238097,143
838,100.237701,143
839,100.237557,143
840,100.237069,143
843,100.237600,143
844,100.237444,143
845,100.238676,143
846,100.238898,143
847,100.239303,143
848,100.239043,143
849,100.238745,143
850,100.238181,143
851,100.238666,143
852,100.238458,143
853,100.237891,144
854,100.238178,144
855,100.238022,144
856,100.237771,145
857,100.237621,145
858,100.237942,145
859,100.237686,145
860,100.237579,145
861,100.237302,145
862,100.237135,145
863,100.237155,145
864,100.236854,145
865,100.236929,145
867,100.236769,145
868,100.236622,145
869,100.236949,145
870,100.236562,145
871,100.237484,146
872,100.237230,146
873,100.237706,146
874,100.237513,146
875,100.238065,146
876,100.238223,146
877,100.238631,146
878,100.239097,146
879,100.238947,146
880,100.240223,146
881,100.240395,146
882,100.240792,146
883,100.240363,146
884,100.241229,146
885,100.240800,147
886,100.241223,147
887,100.241489,147
888,100.241398,147
889,100.241071,147
890,100.241177,147
891,100.241345,147
892,100.241056,147
893,100.240788,147
894,100.240625,147
895,100.240405,147
896,100.240463,147
897,100.240489,147
898,100.240379,147
899,100.240653,147
900,100.240796,147
901,100.240878,147
902,100.241405,147
903,100.241192,147
904,100.241075,147
905,100.241054,147
906,100.240795,147
907,100.241202,147
908,100.240901,147
909,100.240972,148
910,100.240840,148
911,100.240796,148
912,100.240659,148
914,100.241616,148
915,100.241783,148
916,100.241732,148
917,100.241588,148
918,100.241493,148
919,100.242231,148
920,100.242059,148
921,100.241856,148
922,100.242688,148
923,100.242800,148
924,100.242714,148
925,100.242985,150
926,100.243228,150
927,100.242906,150
928,100.243539,150
929,100.243468,150
930,100.244250,150
931,100.244062,150
932,100.244799,150
933,100.244468,150
934,100.245000,150
935,100.244822,150
936,100.244380,150
937,100.244120,150
938,100.243935,150
939,100.243691,150
940,100.243236,150
941,100.243045,150
942,100.243502,150
943,100.243067,151
944,100.242828,151
945,100.243008,151
946,100.242812,151
947,100.242852,151
948,100.242359,151
949,100.241919,152
950,100.242254,152
951,100.241893,153
952,100.241645,153
953,100.241465,153
954,100.241312,153
955,100.241374,155
956,100.241089,156
957,100.241170,156
958,100.241609,156
959,100.241271,157
960,100.241128,157
961,100.240885,157
962,100.240790,157
963,100.240520,157
964,100.240149,159
965,100.240408,159
966,100.240349,159
967,100.240306,159
968,100.241894,159
969,100.242186,159
972,100.242336,159
973,100.242203,159
974,100.243094,159
975,100.243223,159
976,100.244515,160
977,100.244231,160
978,100.244180,160
979,100.244423,160
980,100.244313,160
981,100.244050,160
982,100.244601,160
983,100.244238,160
984,100.244492,161
985,100.244087,161
986,100.243941,161
987,100.244270,161
988,100.243991,161
989,100.244877,161
990,100.244652,161
991,100.244466,161
992,100.244735,161
993,100.244791,161
994,100.244381,161
995,100.244125,161
996,100.244275,161
997,100.245593,162
998,100.245508,162
999,100.245319,162
1000,100.245173,162
1001,100.243034,162
1002,100.243512,162
1003,100.243126,162
1004,100.243083,162
1005,100.243922,162
1006,100.243758,162
1007,100.243705,162
1008,100.243810,162
1009,100.243774,162
1012,100.243951,162
1013,100.244670,163
1014,100.244441,163
1016,100.244633,163
1017,100.244993,163
1018,100.245088,163
1019,100.245334,163
1020,100.245829,163
1021,100.245594,163
1022,100.245841,163
1023,100.246040,163
1024,100.245767,163
1025,100.246094,163
1026,100.245929,163
1027,100.245799,163
1028,100.245492,163
1029,100.245188,163
1030,100.245111,163
1031,100.244666,163
1032,100.244235,163
1033,100.244757,163
1034,100.244694,163
1036,100.244665,163
1037,100.244429,163
1038,100.244542,163
1039,100.244245,163
1040,100.243992,163
1041,100.243984,163
1042,100.243710,163
1043,100.243569,163
1044,100.243517,163
1045,100.244212,163
1046,100.244241,165
1047,100.243899,166
1048,100.244152,166
1049,100.244211,166
1050,100.244005,166
1051,100.243831,166
1052,100.244267,166
1053,100.244068,168
1054,100.243888,168
1055,100.243797,168
1056,100.243635,168
1057,100.243342,168
1058,100.243269,168
1059,100.243426,168
1060,100.243257,168
1061,100.242867,168
1062,100.243228,168
1063,100.243400,168
1064,100.244060,168
1065,100.243898,168
1066,100.243784,168
1067,100.244110,168
1068,100.244433,168
1069,100.244753,168
1070,100.244536,168
1071,100.244360,168
1072,100.245272,168
1073,100.245188,168
1074,100.245018,168
1075,100.244717,168
1076,100.244459,168
1077,100.244371,168
1078,100.244416,168
1079,100.244449,169
1080,100.244269,169
1081,100.244181,169
1082,100.244023,169
1084,100.244284,169
1085,100.245076,170
1086,100.244842,170
1087,100.244995,171
1088,100.244503,171
1089,100.245178,171
1090,100.245408,172
1091,100.245311,172
1092,100.244892,172
1093,100.245097,172
1094,100.245336,172
1095,100.245736,172
1096,100.245562,172
1097,100.245470,172
1098,100.245787,172
1099,100.245664,172
1100,100.246411,172
1101,100.246898,172
1102,100.247331,172
1103,100.247101,172
1104,100.246945,172
1105,100.246992,172
1106,100.246718,172
1108,100.246406,172
1109,100.246350,172
1110,100.246698,172
1113,100.247068,172
1114,100.247249,173
1115,100.247171,173
1116,100.247517,173
1117,100.247242,173
1118,100.246895,174
1119,100.246853,174
1120,100.247166,174
1121,100.247978,174
1122,100.247853,174
1123,100.247758,174
1124,100.249101,174
1125,100.249209,174
1126,100.249010,174
1127,100.248847,174
1128,100.248813,174
1129,100.248903,174
1130,100.248703,174
1131,100.248665,174
1132,100.249012,174
1133,100.248829,174
1134,100.248913,174
1135,100.248130,176
1136,100.248383,176
1138,100.248770,176
1139,100.248735,176
1140,100.248628,176
1141,100.248563,176
1142,100.248255,176
1143,100.247948,177
1144,100.247680,178
1145,100.248054,178
1146,100.247970,178
1147,100.247643,178
1149,100.247431,178
1150,100.247968,178
1151,100.247655,178
1152,100.247878,178
1153,100.247721,178
1154,100.247516,178
1155,100.247386,178
1156,100.247587,178
1157,100.247598,179
1158,100.247548,179
1159,100.247935,179
1160,100.248356,180
1161,100.249083,181
1162,100.248816,182
1163,100.248650,182
1164,100.248407,182
1165,100.248622,182
1167,100.248331,182
1168,100.248149,182
1169,100.247955,184
1170,100.247922,184
1171,100.248484,184
1172,100.248587,185
1173,100.248867,186
1174,100.248578,186
1175,100.248240,187
1176,100.248040,187
1177,100.247698,187
1178,100.247994,187
1179,100.247783,187
1182,100.247736,187
1183,100.248561,187
1184,100.248414,187
1186,100.249136,187
1187,100.249552,187
1188,100.250033,187
1189,100.249794,187
1190,100.249552,187
1191,100.249570,187
1192,100.249733,187
1193,100.250067,187
1194,100.250269,187
1195,100.250117,187
1196,100.250043,187
1197,100.250277,187
1198,100.249969,188
1199,100.249744,188
1200,100.250340,188
1201,100.250250,188
1202,100.250418,188
1203,100.250206,188
1204,100.249904,188
1205,100.249547,188
1206,100.249173,188
1207,100.249570,188
1208,100.249534,188
1209,100.249354,188
1210,100.249318,188
1211,100.249110,188
1212,100.249021,189
1213,100.248896,189
1214,100.248916,189
1215,100.248877,189
1216,100.248838,189
1217,100.249065,189
1218,100.249378,189
1219,100.250061,189
1221,100.250420,189
1222,100.250304,189
1223,100.250437,191
1224,100.250879,191
1226,100.250830,191
1227,100.250770,191
1228,100.250740,191
1229,100.250998,191
1230,100.251023,192
1231,100.251396,192
1232,100.251461,192
1233,100.251296,192
1234,100.251393,192
1235,100.251092,192
1236,100.250757,193
1237,100.250468,193
1238,100.250056,195
1239,100.249983,195
1241,100.250190,195
1242,100.250949,195
1243,100.251080,195
1244,100.250932,195
1245,100.251041,195
1246,100.250876,195
1247,100.251073,195
1248,100.250757,195
1249,100.250512,195
1250,100.250626,195
1251,100.250520,195
1252,100.250669,195
1253,100.250599,195
1254,100.250461,195
1255,100.250150,195
1256,100.249832,195
1257,100.249252,196
1258,100.249144,196
1259,100.249085,196
1260,100.249653,196
1261,100.250029,196
1262,100.250390,196
1263,100.250551,197
1264,100.251305,197
1265,100.251176,197
1266,100.251285,197
1267,100.251105,197
1268,100.251033,197
1269,100.250743,197
1270,100.250989,197
1271,100.250748,197
1272,100.250952,197
1273,100.250634,197
1274,100.250539,197
1275,100.250507,197
1276,100.251223,197
1277,100.250986,197
1278,100.250883,197
1279,100.250730,197
1280,100.250530,197
1281,100.250573,198
1282,100.250261,198
1283,100.250012,198
1284,100.249973,198
1285,100.250500,199
1286,100.250914,199
1288,100.250835,199
1289,100.252005,199
1290,100.252436,199
1291,100.252257,199
1292,100.252033,199
1293,100.251875,199
1294,100.252300,200
1295,100.252616,200
1296,100.252580,200
1297,100.252352,200
1298,100.252046,200
1299,100.251801,200
1300,100.252119,200
1301,100.256031,200
1302,100.256085,201
1303,100.256196,201
1304,100.256129,201
1305,100.255888,201
1306,100.255978,201
1307,100.256389,201
1308,100.256365,201
1309,100.256155,201
1310,100.256268,202
1311,100.256242,202
1312,100.256491,202
1313,100.256817,202
1314,100.257194,202
1315,100.257099,202
1316,100.256910,202
1317,100.257146,202
1318,100.257095,202
1319,100.256941,202
1320,100.257053,202
1321,100.256758,202
1322,100.256523,202
1323,100.257180,202
1324,100.256976,202
1325,100.257178,202
1326,100.256982,203
1327,100.256938,203
1328,100.257125,203
1329,100.257246,203
1330,100.257158,203
1331,100.257104,203
1332,100.256838,203
1333,100.256661,203
1334,100.256624,203
1335,100.256415,203
1337,100.256874,204
1338,100.257103,204
1339,100.256912,204
1340,100.256752,204
1341,100.256378,204
1342,100.255961,205
1343,100.255761,205
1344,100.255808,205
1345,100.255561,205
1346,100.255792,205
1348,100.255727,205
1349,100.255662,205
1350,100.255762,206
1351,100.255601,206
1352,100.255437,206
1353,100.255606,208
1354,100.255394,209
1355,100.255485,210
1356,100.255769,211
1357,100.255687,211
1358,100.255560,211
1359,100.255857,212
1360,100.256026,213
1361,100.255999,213
1362,100.255857,213
1363,100.255682,213
1364,100.255361,213
1366,100.255276,213
1367,100.255507,213
1368,100.255364,213
1369,100.255236,213
1370,100.255095,213
1371,100.254818,213
1372,100.254780,213
1373,100.254589,213
1374,100.254462,213
1378,100.254417,213
1380,100.254376,213
1381,100.254622,214
1382,100.254505,214
1383,100.254760,215
1384,100.254981,216
1385,100.254912,216
1386,100.255646,216
1387,100.255606,216
1388,100.255572,216
1389,100.255921,216
1390,100.255818,216
1392,100.256080,216
1393,100.256105,216
1394,100.255870,216
1395,100.255634,216
1396,100.255273,219
1397,100.255143,219
1398,100.254989,219
1399,100.254798,219
1400,100.254516,219
1401,100.253737,220
1402,100.253666,220
1403,100.253595,220
1404,100.253869,220
1405,100.253833,220
1406,100.253760,220
1407,100.253651,220
1408,100.253614,220
1409,100.253928,220
1411,100.254088,220
1412,100.254028,220
1413,100.254881,220
1414,100.254843,220
1415,100.254805,220
1416,100.254700,220
1417,100.254889,220
1418,100.255281,221
1419,100.255474,221
1420,100.255715,221
1421,100.255573,221
1422,100.255969,221
1423,100.255609,221
1424,100.255497,221
1425,100.255440,221
1426,100.255329,221
1427,100.255145,221
1428,100.254918,221
1429,100.254784,221
1430,100.255116,221
1431,100.255080,221
1432,100.255045,221
1433,100.255010,221
1435,100.254948,221
1436,100.255151,221
1437,100.255122,221
1438,100.255863,221
1439,100.256807,221
1440,100.256721,222
1441,100.256478,222
1442,100.256299,223
1443,100.256494,223
1444,100.256312,223
1445,100.256279,223
1446,100.256688,223
1447,100.256589,223
1448,100.256766,223
1449,100.256546,223
1450,100.256627,223
1451,100.256537,223
1452,100.256484,223
1453,100.256439,223
1454,100.257346,223
1455,100.257197,223
1456,100.257596,223
1457,100.257455,223
1458,100.257572,224
1459,100.258013,224
1460,100.257739,226
1461,100.257938,226
1462,100.258130,226
1463,100.258038,226
1464,100.258472,226
1465,100.258685,226
1466,100.258917,226
1467,100.258716,226
1468,100.258542,226
1470,100.258904,226
1471,100.258858,226
1472,100.259080,226
1473,100.259536,226
1474,100.259946,226
1475,100.259792,226
1476,100.259763,226
1477,100.259724,226
1478,100.259775,226
1479,100.260243,226
1480,100.259983,226
1481,100.259811,226
1482,100.259746,226
1483,100.259928,226
1484,100.260538,226
1485,100.260129,227
1486,100.260087,228
1487,100.259861,228
1488,100.259985,229
1489,100.259736,229
1490,100.259701,229
1491,100.259630,229
1492,100.259933,229
1493,100.260896,229
1494,100.260654,229
1495,100.260754,229
1496,100.260929,229
1497,100.260639,229
1498,100.260442,229
1499,100.260454,229
1500,100.260300,229
1501,100.259653,229
1502,100.259513,229
1503,100.259200,229
1504,100.259297,229
1505,100.259739,229
1506,100.259647,229
1507,100.259617,229
1508,100.259558,229
1509,100.259528,229
1510,100.259381,229
1511,100.260164,230
1512,100.260313,230
1513,100.260290,230
1514,100.260268,230
1515,100.260139,230
1516,100.259860,230
1517,100.259646,231
1518,100.259882,233
1519,100.259704,233
1520,100.259671,233
1521,100.259719,233
1522,100.259638,233
1523,100.259819,233
1524,100.260200,233
1525,100.260163,233
1526,100.260460,233
1527,100.260344,234
1528,100.260739,234
1529,100.260574,234
1530,100.260597,234
1531,100.260455,234
1532,100.260261,234
1534,100.260370,234
1535,100.260663,234
1536,100.260637,234
1537,100.260581,234
1538,100.260525,234
1539,100.260312,234
1540,100.260324,235
1541,100.260119,236
1542,100.259812,238
1543,100.259899,239
1544,100.259809,240
1545,100.259716,240
1546,100.259492,240
1547,100.259517,240
1548,100.259422,240
1549,100.259669,240
1550,100.259588,240
1551,100.259982,240
1552,100.259955,240
1553,100.260269,240
1554,100.260226,240
1555,100.260119,240
1556,100.260209,240
1557,100.260498,240
1558,100.260412,241
1559,100.260259,241
1560,100.260305,241
1561,100.260423,241
1562,100.260359,241
1563,100.260434,241
1564,100.260233,241
1565,100.260150,241
1567,100.260303,241
1568,100.260115,241
1569,100.259970,241
1570,100.260285,241
1571,100.260128,241
1572,100.261195,241
1573,100.261055,241
1574,100.261049,241
1575,100.261097,241
1576,100.261330,241
1577,100.261275,241
1578,100.261390,241
1579,100.261191,241
1581,100.260923,242
1582,100.260822,242
1583,100.261131,243
1584,100.261000,243
1585,100.261225,243
1586,100.261011,243
1587,100.260762,243
1588,100.260636,243
1589,100.260406,243
1590,100.260595,243
1591,100.260372,243
1592,100.260116,243
1593,100.260021,243
1594,100.260520,244
1595,100.260245,244
1596,100.260038,244
1597,100.260361,244
1598,100.260958,245
1599,100.260946,245
1600,100.260901,245
1601,100.259998,245
1602,100.260440,245
1603,100.260190,245
1604,100.260080,245
1605,100.260112,245
1607,100.260091,245
1608,100.260006,245
1609,100.259983,245
1610,100.260013,246
1611,100.259840,247
1613,100.260102,247
1614,100.260024,247
1615,100.260092,247
1616,100.260036,247
1617,100.259889,247
1619,100.259650,247
1620,100.259546,247
1621,100.259397,247
1622,100.259628,247
1623,100.259598,247
