Tick,Power,Failed
334,100.238650,52
335,100.241455,52
336,100.240949,52
337,100.239777,53
338,100.239278,53
339,100.239443,53
340,100.239264,53
341,100.238381,53
342,100.242249,54
343,100.241262,54
344,100.240587,55
345,100.239631,55
346,100.239950,55
347,100.239459,55
348,100.239299,55
349,100.240439,55
350,100.239781,56
351,100.239295,56
352,100.241430,56
353,100.240626,56
354,100.239931,56
355,100.240004,57
356,100.239216,57
357,100.241420,57
358,100.241995,57
359,100.241980,57
360,100.240910,57
361,100.241089,57
362,100.240631,57
363,100.239863,57
364,100.238642,57
365,100.239186,57
366,100.239968,57
367,100.238475,58
368,100.238182,59
369,100.238572,60
370,100.238346,60
371,100.237207,61
372,100.236190,62
373,100.236728,62
374,100.236005,63
375,100.235188,64
376,100.234912,64
377,100.236605,64
378,100.236323,64
379,100.236692,64
380,100.240644,65
381,100.240139,66
382,100.239274,66
383,100.241256,66
384,100.241325,67
385,100.240802,67
386,100.240079,67
387,100.241092,68
388,100.240824,68
389,100.241230,69
390,100.239972,70
391,100.241136,70
392,100.241081,70
393,100.240080,70
394,100.239229,70
395,100.238625,70
396,100.238124,70
397,100.237382,70
398,100.237785,70
399,100.237415,71
400,100.238332,71
401,100.244320,71
402,100.243574,71
403,100.242601,72
404,100.242841,72
405,100.242337,72
406,100.241456,72
407,100.240801,72
408,100.240978,72
409,100.241280,73
410,100.242238,74
412,100.243025,75
413,100.244923,75
414,100.244277,76
415,100.243219,76
416,100.242314,76
417,100.241773,78
418,100.240996,80
419,100.240287,82
421,100.240047,82
422,100.239928,82
423,100.239892,83
425,100.239625,83
426,100.239765,83
427,100.243094,83
428,100.242022,83
429,100.241665,83
430,100.241761,83
431,100.241252,83
432,100.240984,83
433,100.240345,83
434,100.239559,83
436,100.239167,83
437,100.239900,83
438,100.239644,83
440,100.239526,83
441,100.239128,83
443,100.238630,83
444,100.238269,83
445,100.237795,83
446,100.236953,83
447,100.237064,84
448,100.236485,84
449,100.236355,84
450,100.235586,84
451,100.234970,85
452,100.236407,85
453,100.235892,86
454,100.236285,88
455,100.235824,88
456,100.235323,89
457,100.234826,89
458,100.236144,89
459,100.236034,89
460,100.235708,89
461,100.235473,89
462,100.235989,89
463,100.237177,90
464,100.236638,90
466,100.237972,90
467,100.237922,90
468,100.237117,91
469,100.235948,92
470,100.235484,92
471,100.234407,92
472,100.234138,92
473,100.233826,92
474,100.233772,92
475,100.233346,92
476,100.232872,92
477,100.233165,92
478,100.232623,92
481,100.233367,92
483,100.234937,92
484,100.234836,92
485,100.234735,92
486,100.234535,92
487,100.237077,92
488,100.236864,92
489,100.237213,92
490,100.237309,93
491,100.236527,94
492,100.237339,94
493,100.236365,95
494,100.235762,95
495,100.235345,95
496,100.236179,95
497,100.235975,95
498,100.237396,96
499,100.236674,96
500,100.236458,96
501,100.233342,96
502,100.233137,96
503,100.232432,97
504,100.231610,97
505,100.231410,97
506,100.233338,97
507,100.233803,97
508,100.233700,97
509,100.232811,97
510,100.233254,98
511,100.232576,98
512,100.232344,98
513,100.230833,98
514,100.231737,98
515,100.231635,98
516,100.231563,98
517,100.231361,98
518,100.230955,98
519,100.230653,98
520,100.233528,98
521,100.233420,98
522,100.233327,98
523,100.234064,98
524,100.233422,98
525,100.233403,99
526,100.232684,101
527,100.233365,102
528,100.232571,103
529,100.231576,104
530,100.230997,104
531,100.232303,104
533,100.232989,105
535,100.233701,105
536,100.233343,105
537,100.233613,105
538,100.232924,106
539,100.232508,107
540,100.232194,107
541,100.232104,107
542,100.231837,108
543,100.231310,108
544,100.231310,108
545,100.230947,108
546,100.230550,109
547,100.230337,109
548,100.229877,109
549,100.229795,109
551,100.230141,109
552,100.229955,109
555,100.229855,109
556,100.229360,110
558,100.229008,110
560,100.231778,110
561,100.235693,110
562,100.235651,110
563,100.235915,110
565,100.235625,110
566,100.235954,110
567,100.238682,110
568,100.237667,110
569,100.237609,110
570,100.238672,110
571,100.238193,110
572,100.237906,110
573,100.237424,110
574,100.237744,110
575,100.237378,110
576,100.236818,111
578,100.236533,111
579,100.237220,111
580,100.237336,111
581,100.238209,111
582,100.238052,111
583,100.237653,111
584,100.238869,112
585,100.238174,113
586,100.237724,113
587,100.236901,113
588,100.237142,113
590,100.236215,113
591,100.236380,113
593,100.237266,113
594,100.237099,113
595,100.237555,113
596,100.239584,114
597,100.240078,114
598,100.239370,114
599,100.239279,114
600,100.238735,114
601,100.240228,116
602,100.239698,116
603,100.239325,116
604,100.238648,116
605,100.239097,116
606,100.239714,116
607,100.238882,116
608,100.238200,116
609,100.238827,116
610,100.239868,116
611,100.240950,116
612,100.241558,116
613,100.241938,116
614,100.241942,116
615,100.241954,116
616,100.242384,116
617,100.242523,117
618,100.242223,118
619,100.241986,118
620,100.242506,118
621,100.242778,118
622,100.242540,118
623,100.242755,118
624,100.241962,119
625,100.242279,119
627,100.242038,120
628,100.241807,120
629,100.243071,120
630,100.242447,120
631,100.243410,120
632,100.242959,122
633,100.243845,122
634,100.243543,122
635,100.243560,123
636,100.242520,123
637,100.241676,123
638,100.241416,123
639,100.242070,123
640,100.242903,123
641,100.242547,123
642,100.242194,123
643,100.242921,123
644,100.242759,123
645,100.244017,123
646,100.244234,124
647,100.244158,124
648,100.244007,124
649,100.243548,126
650,100.243391,126
651,100.244497,126
652,100.244533,126
653,100.244593,126
654,100.244225,126
655,100.244237,127
656,100.243933,127
658,100.244216,127
659,100.244592,127
660,100.243892,127
661,100.243757,128
662,100.243437,128
663,100.243440,128
664,100.243294,128
665,100.243574,128
666,100.243483,128
669,100.243134,128
670,100.243827,128
671,100.244705,128
672,100.244148,128
673,100.243840,128
674,100.243755,128
675,100.244400,128
676,100.244962,128
679,100.245441,128
680,100.245356,128
681,100.245820,128
682,100.245563,128
683,100.245990,128
684,100.245625,128
685,100.245352,128
686,100.245545,128
687,100.244919,128
688,100.244656,128
689,100.244392,128
690,100.244673,129
693,100.244378,129
694,100.244315,129
695,100.244399,129
696,100.244330,129
697,100.244548,129
699,100.245171,129
700,100.245014,129
701,100.245481,129
704,100.245254,129
705,100.245866,129
706,100.246349,129
707,100.247985,129
708,100.247722,129
709,100.247791,129
710,100.247562,130
711,100.246918,131
712,100.246066,132
713,100.246287,132
714,100.246214,132
715,100.245890,132
716,100.245412,133
717,100.245210,134
718,100.244817,134
719,100.245273,134
720,100.245032,134
721,100.249089,134
722,100.248459,134
723,100.248137,134
724,100.247651,134
725,100.248048,134
726,100.248240,134
727,100.247348,134
729,100.247054,134
730,100.246997,134
731,100.247506,134
732,100.247193,134
733,100.247192,135
734,100.247043,135
735,100.248635,135
736,100.248505,135
737,100.248196,135
738,100.248579,135
739,100.248506,135
740,100.248140,135
741,100.248001,135
742,100.247918,135
743,100.248042,135
744,100.249097,135
745,100.251493,136
746,100.250975,136
747,100.252098,136
748,100.252110,137
749,100.251907,137
750,100.251243,137
751,100.250591,138
752,100.249820,139
753,100.249413,139
754,100.249200,139
755,100.249040,139
756,100.249962,139
757,100.249817,139
758,100.249661,139
759,100.250074,139
761,100.250995,139
762,100.250872,139
763,100.250511,139
765,100.250175,139
766,100.250849,139
767,100.250630,139
768,100.250483,139
769,100.250795,139
770,100.250720,139
771,100.250668,139
773,100.250448,139
774,100.251063,139
775,100.250717,139
776,100.250726,139
779,100.250588,139
780,100.250451,139
781,100.252930,139
782,100.253197,139
783,100.252829,139
784,100.252344,139
785,100.252103,139
786,100.251826,139
787,100.251953,139
788,100.251762,139
789,100.251415,139
790,100.251193,139
792,100.251330,139
793,100.251246,139
794,100.251452,139
795,100.251550,139
796,100.252379,139
797,100.252326,139
800,100.252499,139
801,100.253166,139
802,100.252880,139
803,100.252827,139
804,100.252658,139
805,100.252553,139
806,100.254640,139
807,100.254319,140
808,100.253977,140
809,100.254760,140
810,100.254376,141
813,100.255080,142
814,100.255564,142
815,100.257510,142
816,100.258344,144
817,100.259228,144
818,100.259719,144
819,100.260346,144
820,100.260700,144
821,100.260873,144
822,100.260931,144
823,100.261949,144
824,100.261310,145
825,100.261103,145
826,100.260494,145
827,100.260114,146
828,100.260703,148
829,100.260425,148
830,100.260880,148
831,100.260663,148
832,100.260590,148
833,100.260873,148
834,100.260730,150
835,100.260921,151
836,100.260530,151
837,100.260382,151
840,100.261009,151
841,100.260796,151
842,100.261211,151
843,100.262751,151
844,100.262293,152
845,100.262619,152
846,100.262522,152
847,100.263036,152
848,100.262608,152
850,100.262353,152
851,100.262799,152
852,100.262615,152
853,100.262317,152
854,100.261881,152
855,100.261560,153
856,100.261461,153
857,100.263322,153
858,100.262878,153
859,100.263074,153
860,100.262886,153
863,100.262609,153
864,100.262990,153
865,100.262839,153
866,100.262962,153
867,100.263514,153
868,100.263807,153
871,100.263758,153
872,100.264816,153
873,100.264610,153
874,100.264182,153
875,100.264055,153
876,100.263881,153
877,100.264388,153
878,100.264313,153
879,100.266000,153
880,100.265465,153
881,100.265325,153
882,100.265251,153
883,100.264956,153
884,100.264803,153
885,100.265400,153
886,100.266641,153
887,100.266453,153
888,100.265987,154
889,100.265863,154
890,100.265739,154
891,100.266218,154
892,100.266809,154
893,100.266381,154
895,100.266541,154
896,100.266397,154
897,100.267072,154
898,100.267091,154
899,100.266279,154
900,100.266186,154
901,100.264287,154
902,100.264630,154
903,100.264715,154
904,100.265172,154
905,100.265023,154
906,100.265606,154
907,100.265262,154
908,100.266032,154
909,100.265967,154
910,100.265662,154
911,100.265856,154
912,100.265796,154
913,100.265631,154
914,100.265343,154
915,100.267755,154
916,100.267233,154
917,100.266700,154
918,100.266423,155
919,100.266206,155
920,100.266955,155
921,100.267835,156
922,100.267350,157
923,100.267228,158
924,100.267430,158
925,100.268237,160
926,100.267798,160
927,100.266912,160
928,100.266105,161
929,100.266394,161
930,100.267517,161
931,100.267735,161
932,100.267265,163
933,100.267109,163
934,100.267015,163
935,100.267128,163
936,100.267948,163
937,100.267774,163
938,100.267280,163
939,100.267525,163
940,100.267308,163
941,100.267757,163
942,100.267717,163
943,100.267516,163
944,100.268391,163
945,100.268229,163
946,100.267670,164
947,100.267552,164
948,100.267975,164
949,100.267739,164
950,100.268293,164
951,100.268770,164
952,100.269137,164
953,100.268910,164
954,100.269172,164
955,100.269519,164
956,100.269081,164
957,100.270019,164
958,100.270576,164
959,100.270449,164
960,100.270283,164
961,100.271377,164
962,100.271113,164
963,100.271803,164
964,100.272440,164
965,100.272250,164
966,100.272526,164
967,100.272283,164
968,100.272611,164
969,100.272390,164
970,100.272334,164
971,100.272512,164
972,100.272144,164
973,100.272353,164
974,100.272309,164
975,100.272625,164
976,100.272987,164
977,100.272513,164
978,100.272191,164
979,100.272081,164
980,100.272216,164
981,100.272143,164
982,100.272312,164
983,100.272799,164
984,100.272866,164
985,100.272954,164
986,100.273815,164
987,100.274211,164
988,100.274148,164
989,100.273814,164
990,100.273637,164
991,100.273490,164
992,100.273417,164
993,100.273734,164
994,100.273378,164
995,100.273201,164
996,100.273112,164
997,100.273350,164
998,100.272604,165
999,100.272013,165
1000,100.271652,165
1001,100.270169,165
1002,100.270107,165
1003,100.271951,165
1004,100.271448,165
1005,100.271347,165
1006,100.271297,165
1007,100.271786,165
1008,100.273600,165
1009,100.273360,166
1010,100.273608,166
1011,100.273895,166
1012,100.274077,166
1013,100.273936,166
1014,100.273526,166
1015,100.272960,167
1016,100.272856,167
1017,100.272741,167
1018,100.273051,167
1019,100.273308,168
1020,100.273451,169
1021,100.272943,169
1022,100.273239,170
1023,100.273448,171
1024,100.273485,171
1025,100.273218,171
1026,100.273527,171
1027,100.273207,171
1028,100.273518,172
1029,100.273314,172
1030,100.273232,172
1031,100.274591,172
1032,100.275348,173
1033,100.276173,173
1034,100.276458,173
1035,100.276295,173
1036,100.276645,173
1037,100.276918,173
1038,100.276931,173
1039,100.276464,173
1040,100.276312,173
1041,100.276636,173
1042,100.276071,174
1043,100.276389,174
1044,100.276235,174
1045,100.276133,174
1046,100.276095,174
1047,100.276448,174
1048,100.275881,175
1049,100.275444,176
1050,100.275404,176
1051,100.276350,176
1052,100.276149,176
1053,100.276038,176
1054,100.275800,176
1055,100.275585,176
1056,100.275706,176
1057,100.275581,176
1058,100.275297,176
1059,100.275828,176
1061,100.276321,176
1062,100.276618,176
1063,100.276488,176
1065,100.276945,176
1066,100.276885,176
1067,100.276825,176
1068,100.276605,176
1069,100.277744,176
1070,100.277447,176
1071,100.277405,176
1072,100.277363,176
1073,100.277280,176
1074,100.277442,176
1076,100.277703,176
1077,100.277623,176
1078,100.277424,176
1079,100.277496,176
1080,100.277201,176
1082,100.277268,176
1083,100.277128,176
1084,100.277075,176
1085,100.276823,176
1086,100.276809,176
1087,100.278929,176
1088,100.278736,176
1089,100.278536,176
1090,100.278357,176
1091,100.278151,176
1092,100.277869,176
1093,100.277713,176
1094,100.277596,176
1095,100.277807,176
1096,100.277666,176
1097,100.277453,176
1098,100.277936,176
1099,100.277894,176
1100,100.277586,176
1101,100.278841,176
1102,100.278449,176
1103,100.278661,176
1104,100.279831,176
1105,100.280094,176
1106,100.279825,176
1107,100.280100,176
1108,100.279843,176
1109,100.279681,176
1110,100.280839,176
1111,100.280777,176
1112,100.281164,176
1113,100.280928,176
1114,100.280816,176
1115,100.280162,177
1116,100.279803,177
1117,100.280560,178
1118,100.280421,178
1119,100.280372,178
1120,100.281116,179
1121,100.281087,179
1122,100.281509,179
1123,100.281274,179
1124,100.282443,179
1125,100.283630,179
1126,100.283795,179
1127,100.283938,180
1128,100.284407,180
1129,100.284685,182
1130,100.284427,182
1131,100.284410,182
1132,100.284139,182
1133,100.284500,182
1134,100.284563,182
1135,100.284093,182
1136,100.284055,182
1137,100.284945,182
1138,100.285255,182
1139,100.285531,183
1140,100.285156,185
1141,100.284913,185
1142,100.285117,185
1143,100.285130,185
1144,100.285301,186
1145,100.285158,186
1146,100.285064,186
1148,100.284850,186
1149,100.285640,186
1150,100.285678,186
1152,100.285279,186
1153,100.285038,186
1154,100.285003,186
1155,100.284968,186
1156,100.284776,186
1157,100.284618,186
1158,100.284474,186
1159,100.284320,186
1160,100.284685,186
1161,100.285109,186
1162,100.285440,186
1165,100.285802,186
1166,100.285755,186
1167,100.286031,186
1168,100.285732,186
1169,100.285255,187
1174,100.285533,188
1175,100.285565,188
1176,100.285679,188
1177,100.285513,188
1181,100.285475,188
1182,100.285486,188
1184,100.285235,188
1186,100.286752,188
1187,100.286290,188
1188,100.286153,188
1189,100.286041,188
1190,100.286142,188
1191,100.285888,188
1193,100.285663,188
1194,100.285682,188
1195,100.286075,188
1196,100.285918,188
1198,100.285879,188
1199,100.286371,188
1200,100.286625,188
1201,100.286758,188
1202,100.286801,188
1203,100.287043,188
1204,100.286846,188
1205,100.287143,188
1206,100.286977,188
1207,100.286919,188
1208,100.286803,188
1209,100.288199,188
1210,100.288122,188
1211,100.288896,188
1212,100.289114,188
1213,100.289410,188
1214,100.289367,188
1215,100.289746,190
1216,100.289626,190
1217,100.289474,190
1218,100.289898,190
1219,100.290706,190
1220,100.290331,190
1221,100.290315,190
1222,100.290016,191
1223,100.289824,191
1224,100.290126,191
1225,100.291260,191
1226,100.291492,191
1227,100.291432,191
1228,100.291287,193
1229,100.291250,193
1230,100.292198,193
1231,100.292199,194
1232,100.291661,195
1233,100.292075,195
1234,100.291795,195
1236,100.292063,195
1237,100.292018,195
1238,100.292270,195
1239,100.292593,195
1241,100.293248,195
1242,100.293625,195
1243,100.293356,195
1244,100.293268,195
1245,100.293567,195
1246,100.293629,196
1247,100.293635,196
1248,100.293807,197
1249,100.293651,197
1250,100.293745,197
1251,100.293592,197
1252,100.293367,197
1254,100.293591,197
1256,100.293546,197
1257,100.294827,197
1258,100.294580,197
1259,100.294539,197
1260,100.294371,197
1261,100.295175,197
1262,100.295220,197
1263,100.295045,197
1264,100.294879,197
1265,100.294692,197
1266,100.294550,197
1267,100.294285,197
1269,100.293964,197
1270,100.293989,197
1272,100.293918,197
1273,100.295048,197
1274,100.295236,197
1275,100.295668,197
1276,100.295938,197
1277,100.295895,197
1278,100.296244,197
1279,100.296121,197
1280,100.296190,197
1281,100.296428,197
1282,100.296302,197
1283,100.297058,197
1284,100.296720,197
1285,100.296549,197
1286,100.296261,197
1287,100.295785,197
1288,100.296064,197
1289,100.295941,197
1290,100.295794,198
1291,100.295599,198
1292,100.295401,198
1293,100.295032,198
1294,100.294529,198
1295,100.294042,198
1300,100.293755,198
1301,100.294403,198
1302,100.295547,198
1303,100.295416,198
1304,100.295182,198
1305,100.295030,199
1306,100.294953,199
1307,100.294933,199
1308,100.294644,199
1309,100.295133,199
1310,100.295946,199
1312,100.296435,199
1313,100.296269,199
1314,100.296043,201
1315,100.295860,201
1316,100.295501,201
1317,100.295340,201
1318,100.295661,203
1319,100.295360,203
1320,100.295019,204
1321,100.294837,204
1322,100.295154,204
1323,100.294865,204
1324,100.295092,204
1325,100.295310,204
1327,100.295090,205
1328,100.295482,205
1329,100.295447,205
1330,100.295635,205
1331,100.295937,206
1332,100.295790,206
1333,100.295751,206
1334,100.296889,206
1335,100.297405,206
1336,100.297204,206
1338,100.297808,206
1339,100.297741,206
1340,100.299005,206
1341,100.299233,206
1342,100.299049,206
1343,100.299464,206
1344,100.299418,206
1345,100.299201,206
1346,100.299004,206
1347,100.298458,206
1348,100.298162,207
1349,100.297960,207
1352,100.297862,207
1353,100.299010,207
1354,100.298864,207
1355,100.298641,207
1356,100.298339,207
1357,100.299228,207
1358,100.299186,207
1359,100.299479,207
1361,100.299644,207
1363,100.299610,207
1364,100.299939,207
1365,100.300175,207
1367,100.300151,207
1368,100.300137,207
1369,100.300610,207
1370,100.300963,207
1371,100.300914,207
1372,100.300883,207
1373,100.301878,207
1374,100.302212,207
1375,100.302179,207
1376,100.301986,207
1377,100.301817,207
1378,100.301577,207
1379,100.301293,207
1381,100.301154,207
1382,100.301085,207
1383,100.300999,207
1384,100.300859,207
1385,100.300823,207
1386,100.300611,207
1387,100.300557,207
1388,100.300516,207
1390,100.300390,207
1394,100.300636,207
1396,100.300943,207
1397,100.301526,207
1398,100.302148,207
1399,100.302088,207
1400,100.302380,207
1401,100.305146,207
1402,100.305059,207
1403,100.305620,207
1404,100.307033,207
1405,100.306796,207
1406,100.307719,208
1407,100.307528,208
1408,100.307923,208
1409,100.307405,208
1410,100.307718,208
1411,100.307628,208
1412,100.308018,208
1413,100.308194,212
1414,100.307941,212
1415,100.308117,212
1416,100.308117,213
1417,100.307973,213
1418,100.307769,213
1419,100.308036,213
1420,100.307888,213
1421,100.307683,213
1422,100.307447,213
1423,100.307310,213
1424,100.307593,214
1425,100.308635,214
1427,100.308364,214
1428,100.308807,214
1429,100.310560,214
1430,100.311270,214
1431,100.311138,214
1432,100.311036,214
1433,100.311397,214
1434,100.311092,215
1435,100.311270,215
1436,100.311494,215
1437,100.311415,215
1438,100.311335,215
1439,100.312541,215
1440,100.312746,215
1441,100.312612,215
1442,100.312798,215
1443,100.312630,215
1444,100.313336,215
1445,100.313017,215
1446,100.312823,215
1447,100.312557,215
1448,100.312342,215
1449,100.312251,215
1450,100.312301,215
1451,100.312123,215
1453,100.312091,215
1454,100.312426,215
1455,100.313611,215
1456,100.313560,215
1457,100.313715,215
1458,100.313852,215
1459,100.314141,215
1460,100.313981,215
1461,100.314201,215
1462,100.314597,215
1463,100.314566,215
1464,100.314444,215
1465,100.314282,215
1466,100.314106,215
1467,100.314635,215
1468,100.314339,215
1469,100.314167,215
1470,100.314075,215
1472,100.313893,215
1473,100.313771,215
1474,100.313852,215
1475,100.314996,215
1476,100.314841,215
1477,100.314528,215
1478,100.314496,215
1479,100.314087,215
1480,100.314149,215
1481,100.314070,215
1482,100.313829,215
1483,100.313708,215
1485,100.313458,215
1486,100.313394,215
1487,100.313626,215
1488,100.314108,215
1489,100.314070,215
1491,100.314007,215
1492,100.314264,215
1493,100.315284,215
1494,100.315467,215
1495,100.315362,215
1496,100.315507,215
1497,100.315322,215
1498,100.315099,215
1499,100.314643,215
1500,100.314665,215
1501,100.312787,215
1502,100.312992,215
1503,100.314545,215
1504,100.314171,217
1505,100.313968,217
1506,100.314095,217
1507,100.314722,217
1508,100.314725,217
1509,100.314300,217
1511,100.314706,217
1512,100.315059,217
1513,100.314894,217
1514,100.314727,217
1515,100.314964,217
1516,100.316602,217
1517,100.316491,217
1518,100.316403,217
1519,100.317334,217
1520,100.317257,217
1521,100.317041,217
1522,100.317078,217
1523,100.317909,217
1524,100.317905,217
1525,100.317433,217
1526,100.317261,217
1527,100.317007,217
1528,100.316622,217
1529,100.317168,218
1530,100.317097,218
1531,100.317395,218
1532,100.318401,219
1533,100.318189,219
1534,100.317953,220
1535,100.318202,220
1536,100.318023,221
1537,100.318639,221
1538,100.318411,221
1539,100.318235,221
1540,100.318186,221
1541,100.318511,221
1542,100.318891,221
1543,100.320050,221
1544,100.319982,221
1545,100.320645,221
1546,100.320935,221
1547,100.320721,221
1548,100.320215,221
1549,100.320064,221
1550,100.319680,221
1551,100.319444,221
1552,100.319132,221
1556,100.319249,221
1557,100.319541,221
1558,100.320108,221
1560,100.320058,221
1561,100.320136,221
1562,100.320055,221
1563,100.320005,221
1564,100.319859,221
1565,100.320741,221
1566,100.320547,221
1568,100.320381,221
1569,100.320985,221
1570,100.320841,221
1571,100.320795,221
1572,100.320750,221
1573,100.321274,221
1575,100.321266,221
1576,100.321201,221
1577,100.320979,221
1578,100.320814,221
1579,100.320612,221
1580,100.320664,221
1583,100.321286,221
1584,100.321286,221
1585,100.321451,222
1586,100.321307,222
1587,100.321294,222
1588,100.321276,222
1589,100.321186,222
1590,100.321125,222
1591,100.321036,222
1592,100.320853,222
1593,100.320599,222
1594,100.321231,222
1595,100.321102,222
1596,100.321144,222
1597,100.320636,222
1598,100.320530,222
1599,100.320048,222
1600,100.319485,222
1601,100.318419,222
1602,100.318341,222
1603,100.318228,222
1604,100.318357,222
1605,100.318231,222
1606,100.318445,223
1608,100.318383,223
1609,100.318618,223
1610,100.318566,223
1611,100.318405,223
1612,100.318184,223
1613,100.318488,223
1614,100.318677,223
1615,100.318603,223
1616,100.319114,223
1617,100.319272,224
1618,100.319123,224
1619,100.318806,224
1620,100.318562,224
1621,100.318986,226
1622,100.319019,228
1623,100.318793,228
1624,100.319286,228
1625,100.319181,228
1626,100.319008,230
1627,100.319137,231
1628,100.318862,231
1630,100.319836,231
1631,100.319668,231
