Tick,Power,Failed
493,101.371385,109
494,101.370073,110
495,101.368561,110
496,101.370759,110
497,101.375395,110
498,101.375277,110
499,101.381742,110
500,101.385535,111
501,101.383471,111
502,101.388887,111
503,101.389984,111
504,101.385978,111
505,101.388790,111
506,101.388331,112
507,101.386637,112
508,101.389913,112
509,101.390049,113
510,101.387399,113
511,101.398025,113
512,101.394869,114
513,101.391674,114
514,101.389750,114
515,101.384605,116
516,101.381971,116
517,101.380646,116
518,101.376638,117
519,101.375974,117
520,101.373994,117
521,101.370061,118
522,101.368734,118
523,101.366754,119
524,101.366095,119
525,101.364120,120
526,101.361505,120
527,101.398326,120
528,101.397024,121
529,101.399624,121
530,101.396851,121
531,101.395409,124
532,101.396221,124
533,101.396357,125
534,101.392199,125
535,101.391157,125
536,101.395608,125
537,101.391536,125
538,101.387500,126
539,101.386495,126
540,101.383397,126
541,101.394324,127
542,101.387596,127
545,101.383646,127
546,101.405474,127
547,101.412802,127
550,101.415889,127
551,101.431771,127
552,101.430038,127
553,101.434644,127
554,101.436989,127
555,101.439261,127
556,101.442270,130
557,101.436287,130
558,101.429346,131
559,101.424178,131
560,101.423558,132
561,101.421123,133
562,101.422290,133
564,101.420441,133
565,101.419722,133
566,101.416551,136
567,101.419834,136
568,101.421338,136
569,101.420229,136
570,101.416665,137
571,101.413792,137
572,101.416127,137
573,101.417165,137
574,101.417992,137
575,101.412105,137
576,101.414365,137
577,101.416637,137
578,101.414994,137
579,101.422324,138
580,101.427054,138
581,101.423171,138
582,101.424144,139
583,101.420300,140
584,101.416953,140
585,101.421100,141
586,101.418016,141
587,101.416968,141
588,101.424322,141
589,101.420543,142
590,101.421821,142
591,101.418860,142
592,101.416042,143
593,101.413955,144
594,101.418390,145
595,101.412578,145
596,101.411603,145
598,101.411343,145
599,101.420383,145
600,101.425928,145
601,101.421772,145
602,101.421886,145
603,101.418864,145
604,101.417493,145
605,101.415440,145
606,101.415260,146
607,101.413163,146
608,101.410376,146
609,101.409682,146
610,101.406900,147
611,101.405508,147
613,101.402051,147
614,101.400674,147
615,101.399306,147
616,101.421263,148
617,101.417317,148
618,101.416253,148
619,101.412892,148
620,101.419084,148
621,101.414848,149
622,101.412680,149
623,101.409405,150
624,101.408155,150
625,101.412550,150
626,101.407535,151
627,101.405695,151
628,101.406503,151
629,101.414672,151
630,101.411754,152
631,101.411160,152
633,101.418457,152
634,101.422739,152
635,101.424700,152
636,101.427791,152
637,101.424469,152
638,101.421143,154
639,101.422418,157
640,101.422699,157
641,101.423328,157
642,101.425650,158
643,101.429629,158
644,101.432459,158
645,101.434475,158
646,101.431036,158
647,101.428722,158
648,101.425801,158
649,101.425540,158
650,101.421396,158
651,101.420211,158
652,101.420605,159
653,101.421315,159
654,101.419657,161
656,101.417276,161
657,101.419804,161
658,101.416903,161
659,101.413449,161
660,101.412295,161
661,101.415819,161
662,101.412459,161
663,101.410068,162
664,101.406078,162
667,101.406951,163
668,101.406387,163
669,101.409826,163
670,101.408727,163
671,101.412192,163
673,101.410550,163
674,101.410006,163
675,101.415664,163
676,101.413554,163
677,101.410415,164
678,101.409235,164
679,101.407507,164
680,101.406854,164
681,101.406203,164
682,101.407673,164
683,101.408511,165
684,101.407990,165
685,101.414003,165
686,101.412988,165
687,101.411474,165
688,101.410858,165
689,101.409737,165
690,101.412027,165
691,101.409967,165
692,101.407480,165
693,101.406985,165
694,101.408253,165
695,101.405800,165
696,101.406011,165
698,101.405506,165
699,101.407749,165
700,101.405297,166
703,101.404305,166
704,101.408951,166
705,101.406076,166
706,101.404627,166
707,101.404144,166
708,101.403180,166
709,101.399813,166
710,101.398851,166
711,101.396397,166
712,101.395906,166
713,101.418745,166
714,101.419786,167
715,101.419756,167
716,101.415648,167
717,101.420563,168
718,101.420886,168
719,101.422025,168
720,101.422387,168
721,101.419190,168
722,101.419454,168
723,101.424349,169
724,101.423812,169
725,101.425231,169
726,101.421576,169
727,101.418932,169
728,101.414632,170
729,101.412979,170
730,101.410702,170
731,101.411327,171
732,101.409606,171
733,101.406745,172
735,101.406179,172
736,101.410849,172
737,101.411455,172
740,101.407671,173
741,101.407123,173
742,101.412083,173
743,101.414257,173
744,101.412493,174
745,101.411974,174
746,101.414386,174
747,101.413367,174
748,101.413550,174
749,101.411020,175
750,101.411526,175
751,101.411843,175
752,101.409332,176
753,101.411809,176
754,101.412482,176
755,101.410984,176
756,101.409940,178
757,101.409431,178
758,101.410702,178
759,101.412255,178
760,101.413736,178
761,101.415283,178
762,101.415425,178
763,101.413043,179
764,101.414377,179
765,101.413898,179
766,101.412001,179
767,101.411745,180
768,101.411460,180
769,101.411382,180
770,101.411107,180
771,101.410136,180
772,101.411298,180
773,101.410819,180
774,101.417527,180
775,101.416155,180
776,101.419165,180
777,101.417822,180
778,101.415579,180
779,101.416921,181
780,101.414326,182
781,101.411198,183
782,101.410564,183
783,101.411217,183
784,101.409202,183
785,101.412494,184
786,101.410703,184
787,101.410254,184
788,101.415129,184
789,101.412486,184
790,101.411601,184
791,101.412173,184
792,101.411794,185
793,101.411919,185
794,101.411686,187
795,101.409059,187
796,101.408169,187
797,101.407726,187
798,101.406402,187
799,101.405073,187
800,101.402856,188
801,101.400213,188
802,101.399771,188
803,101.397997,188
804,101.396658,188
805,101.413239,188
806,101.411739,188
807,101.412160,188
808,101.408149,190
809,101.407751,190
810,101.407993,190
811,101.405789,190
812,101.404910,190
813,101.410547,190
814,101.408169,190
815,101.405198,191
816,101.405112,191
817,101.410421,192
818,101.411104,192
819,101.409363,192
821,101.407047,193
822,101.408201,193
823,101.407031,193
825,101.409959,193
826,101.409365,193
827,101.409907,193
828,101.417173,193
829,101.415478,193
830,101.419089,193
831,101.415741,193
832,101.414627,193
833,101.416299,193
834,101.414652,193
835,101.411879,193
836,101.411651,194
837,101.408340,194
838,101.406111,194
839,101.404424,194
840,101.404385,194
841,101.403260,194
842,101.402699,194
843,101.400470,194
844,101.397704,194
845,101.397401,194
846,101.396004,195
847,101.399214,195
851,101.397056,195
852,101.405078,195
853,101.405732,195
854,101.402674,195
855,101.401630,195
856,101.399551,195
857,101.402412,195
858,101.402085,195
859,101.399963,196
864,101.398907,196
865,101.398381,196
866,101.413988,196
867,101.415222,197
868,101.413272,197
870,101.412292,197
871,101.411803,197
872,101.415196,197
873,101.413167,199
874,101.415105,199
875,101.416065,199
876,101.416781,199
877,101.414325,199
878,101.413832,199
879,101.417301,200
880,101.417852,200
881,101.417601,200
882,101.418479,200
883,101.418463,200
884,101.417995,200
885,101.421313,200
886,101.418003,201
887,101.422943,202
888,101.422670,202
889,101.422391,202
890,101.420975,202
891,101.418161,202
892,101.419836,203
893,101.418892,203
894,101.420057,203
895,101.419576,203
896,101.422155,203
897,101.424656,203
898,101.421830,203
899,101.421494,203
900,101.420566,203
901,101.424669,203
902,101.422398,203
903,101.421917,204
905,101.420087,204
906,101.419171,204
907,101.415972,204
908,101.414595,204
909,101.412760,204
910,101.411389,204
911,101.426218,204
912,101.424464,204
913,101.422325,204
914,101.420700,205
915,101.419397,205
916,101.418150,206
917,101.418243,207
918,101.420890,207
919,101.420069,207
920,101.422179,207
921,101.419835,208
922,101.418459,208
923,101.416897,208
924,101.415475,209
925,101.414653,209
926,101.417003,209
927,101.415900,209
928,101.414334,209
929,101.413539,209
930,101.412353,209
931,101.412238,209
932,101.410529,209
933,101.407313,209
934,101.405236,210
935,101.404820,210
936,101.404139,211
937,101.405876,211
939,101.404653,211
940,101.402226,211
941,101.401188,211
942,101.402316,211
943,101.401126,211
945,101.399535,211
946,101.398334,212
947,101.398690,214
949,101.402366,214
950,101.402308,214
951,101.401134,214
952,101.400742,214
953,101.399917,214
955,101.400427,214
956,101.402955,214
957,101.405487,214
958,101.405156,214
959,101.404414,214
960,101.404945,214
961,101.404573,214
962,101.405061,215
963,101.405777,215
964,101.403597,215
965,101.402487,215
966,101.403389,215
967,101.403053,217
968,101.402122,218
969,101.401394,218
970,101.399874,218
971,101.400953,218
972,101.398761,218
973,101.396940,218
974,101.395836,218
975,101.395470,218
976,101.402416,220
977,101.401645,221
980,101.400233,222
981,101.405646,222
982,101.404240,223
984,101.403141,223
985,101.402774,223
986,101.403889,223
987,101.404563,223
988,101.403384,223
989,101.409357,223
990,101.408912,224
991,101.407872,225
992,101.409192,225
993,101.408472,225
994,101.409678,225
995,101.408353,225
996,101.406260,226
997,101.406216,227
998,101.405532,227
999,101.404149,228
1000,101.403549,228
1001,101.402854,228
1002,101.402507,228
1003,101.402119,228
1004,101.400402,228
1005,101.400057,228
1006,101.398338,229
1007,101.397306,229
1008,101.395592,230
1009,101.394211,232
1010,101.392799,233
1011,101.397609,233
1012,101.396416,233
1013,101.393703,234
1014,101.392512,234
1015,101.391388,235
1016,101.390614,235
1017,101.393203,235
1018,101.391154,235
1019,101.390744,235
1020,101.390334,235
1021,101.391960,235
1022,101.393369,235
1023,101.394292,236
1024,101.393505,236
1025,101.393113,236
1026,101.392721,236
1027,101.392839,238
1028,101.394114,238
1029,101.393349,238
1030,101.392992,238
1031,101.391056,239
1032,101.389106,239
1033,101.387133,239
1036,101.389328,239
1037,101.388935,239
1038,101.396261,239
1039,101.397898,239
1040,101.399890,239
1041,101.400862,239
1042,101.400796,240
1043,101.400172,241
1044,101.398794,241
1045,101.399039,241
1046,101.398053,241
1047,101.397064,242
1048,101.397000,243
1049,101.397818,243
1050,101.399027,243
1051,101.401802,243
1052,101.401481,243
1053,101.401129,243
1054,101.400776,243
1055,101.404411,243
1056,101.403113,243
1057,101.404688,243
1060,101.402942,244
1061,101.402590,244
1062,101.407700,244
1063,101.405354,244
1064,101.404335,244
1065,101.403569,246
1066,101.403228,246
1067,101.403122,247
1068,101.403260,247
1069,101.402227,247
1070,101.401537,247
1071,101.400173,247
1072,101.400937,248
1073,101.400590,248
1074,101.401368,248
1075,101.402594,249
1076,101.401239,249
1077,101.401076,249
1078,101.401919,249
1079,101.401239,249
1080,101.402429,249
1081,101.400074,249
1082,101.399730,249
1083,101.399386,249
1084,101.400234,249
1085,101.402493,249
1086,101.401174,249
1087,101.401919,249
1088,101.401734,249
1089,101.401410,249
1090,101.402982,250
1091,101.403465,250
1092,101.403435,251
1093,101.402189,252
1094,101.400291,252
1095,101.398696,252
1096,101.397418,252
1097,101.397287,252
1098,101.396795,254
1099,101.398624,254
1100,101.397620,256
1101,101.397295,256
1103,101.397443,256
1104,101.400698,256
1105,101.402195,256
1106,101.401269,256
1107,101.400833,256
1108,101.399600,256
1109,101.398356,256
1110,101.398227,256
1111,101.396045,256
1112,101.393818,256
1113,101.393499,256
1114,101.392863,256
1116,101.391589,256
1117,101.390310,256
1118,101.389346,256
1119,101.388384,256
1121,101.391119,256
1122,101.390797,256
1123,101.390475,256
1124,101.395703,256
1125,101.393153,257
1126,101.394140,257
1127,101.395567,257
1128,101.395166,257
1129,101.395796,257
1130,101.394191,257
1131,101.396789,258
1132,101.397635,258
1133,101.398452,260
1134,101.399305,260
1135,101.400520,260
1136,101.400600,261
1137,101.400054,261
1138,101.399689,261
1139,101.397749,263
1140,101.395379,263
1141,101.394553,263
1142,101.394515,263
1143,101.395045,263
1145,101.394645,263
1146,101.397900,263
1147,101.399659,265
1148,101.402465,265
1149,101.402091,265
1150,101.406616,265
1151,101.405536,265
1152,101.408077,265
1153,101.407974,266
1154,101.406908,266
1155,101.410716,266
1156,101.410599,266
1157,101.410368,266
1158,101.408409,267
1159,101.405832,267
1160,101.410204,267
1161,101.407996,267
1162,101.407254,267
1163,101.405777,267
1164,101.404293,267
1165,101.403453,267
1166,101.401188,267
1167,101.400015,267
1168,101.401088,267
1169,101.400318,267
1170,101.399933,267
1171,101.402167,267
1172,101.404088,267
1173,101.405684,268
1174,101.404964,268
1175,101.403511,268
1176,101.401327,269
1177,101.400964,269
1178,101.406382,269
1179,101.404296,269
1180,101.405867,269
1181,101.404479,269
1182,101.403430,269
1183,101.404409,269
1184,101.408553,269
1185,101.409912,270
1186,101.408517,270
1187,101.408167,270
1188,101.407818,270
1189,101.408634,270
1190,101.409778,271
1191,101.408990,272
1193,101.407553,272
1194,101.407192,272
1195,101.415037,272
1196,101.413678,272
1197,101.412784,272
1198,101.411421,272
1199,101.410848,272
1200,101.410463,272
1201,101.409789,273
1202,101.409141,273
1203,101.408434,273
1204,101.409645,273
1205,101.408950,273
1206,101.407565,273
1207,101.405135,273
1208,101.404786,273
1209,101.404082,273
1210,101.411408,273
1211,101.410008,273
1212,101.409404,273
1213,101.408401,273
1214,101.410171,273
1215,101.410360,275
1216,101.409121,275
1218,101.408173,275
1219,101.407180,275
1220,101.408941,275
1221,101.407695,275
1222,101.406128,275
1223,101.409674,275
1224,101.406189,277
1225,101.405257,277
1226,101.407902,277
1227,101.408089,277
1228,101.407489,277
1229,101.405387,277
1230,101.406814,277
1231,101.406512,277
1232,101.407471,277
1233,101.406760,277
1234,101.407720,277
1235,101.408101,278
1236,101.407521,278
1237,101.406652,278
1238,101.406260,278
1239,101.405672,278
1240,101.405237,279
1241,101.405083,279
1242,101.404928,279
1243,101.403704,280
1244,101.403398,280
1245,101.402475,280
1246,101.403057,281
1247,101.403188,281
1248,101.402580,281
1249,101.403477,281
1250,101.402849,281
1251,101.401347,281
1252,101.400439,281
1253,101.400719,281
1254,101.400979,281
1255,101.402126,281
1256,101.400348,281
1257,101.398847,281
1258,101.398242,281
1259,101.397940,281
1260,101.401045,281
1261,101.400751,281
1264,101.401412,281
1265,101.403117,281
1266,101.404798,281
1268,101.404230,281
1269,101.406836,281
1270,101.405445,281
1271,101.404325,281
1273,101.403469,282
1274,101.407284,282
1275,101.405916,282
1276,101.405788,283
1277,101.405226,283
1278,101.404946,283
1279,101.404075,283
1280,101.402939,284
1281,101.401489,284
1282,101.403167,285
1283,101.402883,285
1284,101.407461,285
1285,101.409780,285
1286,101.408458,285
1287,101.407925,285
1288,101.410572,285
1289,101.410043,285
1290,101.411145,285
1291,101.410599,285
1292,101.412654,285
1293,101.413233,285
1294,101.411906,286
1295,101.411077,286
1296,101.411355,286
1297,101.411048,286
1298,101.409666,286
1299,101.408544,286
1300,101.409568,286
1301,101.409472,286
1302,101.410120,286
1304,101.409572,286
1305,101.411236,288
1306,101.412041,288
1307,101.410974,288
1308,101.409896,288
1309,101.409625,288
1310,101.408267,289
1311,101.407451,289
1312,101.406062,289
1314,101.404943,289
1315,101.403816,289
1316,101.402970,289
1317,101.410390,289
1318,101.410090,289
1319,101.412739,289
1320,101.411631,289
1321,101.411486,290
1323,101.411616,290
1324,101.411756,290
1325,101.410937,293
1326,101.412762,293
1327,101.411378,293
1328,101.410537,293
1329,101.411572,294
1330,101.413597,294
1331,101.412469,294
1332,101.411902,294
1333,101.414646,295
1334,101.414369,295
1335,101.414563,295
1336,101.413205,295
1337,101.413665,296
1338,101.414432,296
1339,101.412562,296
1340,101.410609,297
1341,101.408611,297
1342,101.408036,297
1343,101.407742,298
1344,101.406861,298
1345,101.408744,298
1346,101.409350,298
1348,101.409067,298
1349,101.411154,299
1350,101.410878,299
1351,101.411621,299
1352,101.411536,299
1353,101.409909,299
1354,101.409364,299
1355,101.409539,299
1356,101.409269,299
1357,101.408990,299
1358,101.407873,299
1359,101.407037,299
1360,101.407757,299
1361,101.408114,299
1362,101.407303,300
1363,101.405951,301
1364,101.405581,301
1365,101.406373,301
1366,101.405570,301
1367,101.406746,301
1369,101.407479,301
1370,101.408388,301
1371,101.407358,301
1372,101.408249,301
1373,101.407737,301
1374,101.406966,302
1375,101.405942,302
1376,101.406052,303
1377,101.404245,304
1378,101.404042,304
1379,101.404632,304
1380,101.404108,304
1381,101.404249,305
1382,101.404257,305
1383,101.403885,305
1384,101.404557,305
1385,101.403302,305
1386,101.403464,305
1387,101.405754,305
1388,101.407077,305
1389,101.407777,305
1390,101.406824,306
1391,101.405867,306
1392,101.405773,306
1393,101.404339,306
1394,101.406522,307
1395,101.405604,308
1396,101.404885,308
1397,101.404353,309
1398,101.403870,309
1399,101.403316,309
1400,101.402330,310
1401,101.402232,310
1402,101.402536,311
1403,101.402772,311
1404,101.405772,312
1405,101.404821,313
1406,101.404105,313
1407,101.405340,314
1408,101.403929,314
1409,101.403211,314
1410,101.404708,314
1411,101.403750,315
1412,101.403508,315
1413,101.402545,315
1414,101.401086,315
1415,101.400104,316
1416,101.399614,316
1417,101.398632,316
1418,101.398140,316
1419,101.397160,316
1420,101.395434,316
1421,101.406240,316
1422,101.404707,316
1423,101.401946,317
1424,101.399455,317
1425,101.398578,318
1426,101.397838,318
1427,101.396672,319
1428,101.396266,319
1429,101.396202,319
1430,101.397807,320
1431,101.397174,320
1432,101.397161,321
1433,101.395605,322
1434,101.395304,322
1435,101.393736,322
1436,101.391843,322
1437,101.391523,322
1438,101.395539,322
1439,101.394610,323
1440,101.394881,323
1442,101.394573,323
1443,101.394265,323
1444,101.400591,324
1445,101.400644,324
1446,101.400354,324
1447,101.400244,324
1448,101.399657,324
1449,101.399251,324
1450,101.398086,324
1451,101.397184,324
1452,101.398414,325
1453,101.402127,325
1455,101.400400,325
1456,101.401332,325
1457,101.400919,325
1458,101.400469,326
1459,101.398412,327
1460,101.397789,327
1461,101.397478,327
1462,101.397837,327
1463,101.398573,327
1465,101.400375,327
1466,101.400907,327
1467,101.400013,327
1468,101.400551,328
1469,101.399922,328
1470,101.399293,328
1471,101.401739,328
1472,101.400592,328
1473,101.399407,328
1474,101.399763,330
1475,101.398896,331
1476,101.398606,331
1477,101.399570,331
1478,101.399848,331
1479,101.400695,331
1480,101.401564,331
1481,101.399896,331
1482,101.400472,331
1483,101.400491,332
1484,101.398542,333
1485,101.398642,333
1486,101.397464,333
1487,101.395750,333
1488,101.397322,333
1489,101.397271,333
1490,101.397494,334
1491,101.397438,334
1492,101.400938,334
1493,101.400119,334
1494,101.398741,334
1495,101.397054,335
1496,101.397414,335
1497,101.396274,335
1498,101.395140,335
1500,101.394912,335
1502,101.394621,335
1504,101.396978,335
1505,101.398234,335
1507,101.397042,335
1508,101.397812,335
1509,101.396699,335
1510,101.397380,335
1511,101.397037,335
1512,101.396200,335
1513,101.395921,335
1514,101.397635,335
1515,101.398111,335
1516,101.397293,335
1517,101.397452,336
1519,101.397179,336
1520,101.396633,336
1521,101.396421,336
1523,101.395334,337
1524,101.394244,337
1525,101.392591,338
1526,101.396170,338
1527,101.395845,338
1528,101.397188,338
1529,101.396367,338
1530,101.394724,338
1531,101.395375,338
1532,101.394288,338
1533,101.393453,338
1534,101.392938,339
1535,101.392156,339
1536,101.393254,339
1537,101.393729,340
1538,101.393304,340
1539,101.393060,340
1540,101.394218,340
1541,101.393279,341
1542,101.393348,341
1543,101.393675,341
1544,101.394247,341
1545,101.393767,341
1546,101.393591,342
1547,101.393736,342
1548,101.395562,342
1549,101.394645,342
1550,101.395308,342
1551,101.395074,342
1552,101.394143,342
1553,101.395332,342
1554,101.397041,343
1555,101.397824,343
1556,101.397589,343
1557,101.396881,343
1558,101.396406,343
1559,101.397636,343
1560,101.396479,345
1561,101.395272,346
1562,101.395124,346
1563,101.394951,346
1564,101.394404,346
1565,101.393902,346
1567,101.393143,346
1568,101.392889,346
1569,101.394624,346
1570,101.395548,346
1571,101.396132,346
1572,101.396693,346
1573,101.398603,346
1574,101.398598,346
1575,101.398859,346
1576,101.400210,346
1577,101.399079,346
1578,101.399682,346
1579,101.398564,346
1580,101.398385,346
1581,101.398443,347
1582,101.400691,348
1583,101.400741,348
1584,101.400954,348
1585,101.402475,348
1586,101.401159,348
1587,101.399366,348
1588,101.399595,348
1589,101.400379,348
1590,101.399438,348
1591,101.399202,348
1592,101.399850,349
1593,101.399818,349
1594,101.401065,350
1595,101.400613,351
1596,101.399683,351
1597,101.401230,351
1598,101.402353,351
1599,101.400976,351
1600,101.400293,351
1601,101.401083,351
1602,101.401950,351
1603,101.401058,351
1604,101.401391,352
1605,101.400934,352
1606,101.400705,352
1607,101.399337,352
1608,101.398415,352
